cleaned,classes
অন্ধোকার রুম লাল ড্রিম লাইটের নিচে একটা জ্বলন্ত সিগারেট পাশে ধুয়ো উঠতে থাকা চায়ের কাপে কানের ইয়ারফোনের ফুল সাউন্ডে ভিষন ভাবে খুজতে ইচ্ছা করে।  তবে অন্ধকারটা আর আলোর দেখা পায় রয়ে যায় সৃতির পাতার শেষ লাইনে...,fear
খবিশের দলেরা নিউজ না পাইলে রেষ্ট নে তারপরেও আলতু পালতু নিউজ দিছনা,disgust
আমি যখন একটি দেশের ভোগান্তির কথা ভাবি তখন আমি অভিভূত বোধ করি,fear
তোরে ব্যাটা বাঙালি মাইয়া বিয়া করত হইছে কে? বাঙালি পোলারা নিজেই তো বিপদে আছে বাঙালি মাইয়া বিয়া করি 😮,disgust
একটা বানচুদ কাইল্লা জননেত্রী শেখা হাসিনা শেখানো বক্তব্য দিলো ও কেমনে সাধারণ মানুষ হয় ?  ও হলো দলীয় কর্মী।  সাংবাদিক ভাই বুঝেশুনে আপলোড দিবেন।  নিরপেক্ষ সাধারণ মানুষ কারা তাদের কথাতেই বুঝা যায়।  ধন্যবাদ,disgust
"অনেক দিন ভাবছি রানা কে নিয়ে ভ্লগ দিতে বলবো,বলার আগেই দিয়ে দিলা,অনেক ধন্যবাদ। ",joy
"দিপু মনিকে সরাও , চমক ভাইকে বসাও ",sadness
সেই মুহুর্তে যখন আপনি আপনার বন্ধুকে বাণিজ্যিকভাবে দেখেন  Hahahaha ,surprise
গত বৃহস্পতিবার জনসভা থেকে ভারতের পশ্চিমবঙ্গের মুখ্যমন্ত্রী  বলেছেন,surprise
মাগিদে ভালো লাগবে ,sadness
   রেভিস্তাহোটেলস আমরা আপনার অনুগামীদের জন্য বিশেষ চিকিত্সার জন্য পন্টা মিতার অন্যতম নতুন হোটেল  বহিরাগত ফেসবুককে চেকসেট করেছি ,surprise
অনেক সুন্দর,joy
ভুল গুলো ক্ষমা করে পাশে থাকার নাম তো ভালোবাসা যদি সেটা হয় স্বার্থহীন ভালোবাসা তা হলে সম্ভব,joy
আমি অদ্ভুত শক্তি বোধ করছি,surprise
এই গান এই গানের অভিনয় সব থাকবে  কিন্তু  এভাবে  আমি  একদিন চলে যাব আমার এই কমেন্টের লেখা গোল  সবাই পড়বে,sadness
ভাই আপনারদে আললা আছে,joy
আমার শারীরিক ক্লান্তি দিয়ে আমার সময় এবং দাবির দ্বারা আমার পরিবার ও চাকরীর প্রত্যাশার দ্বারা প্রতিদিনের দায়বদ্ধতায় আমি অভিভূত হয়েছি যে অনুভূতি দ্বারা আমার বোঝা আমার উপর চাপিয়ে দেবে,surprise
