cleaned,classes
আজ ঐতিহাসিক কেল্লার অবস্থা দেখে রাগে টগবগ করে উঠলাম!, angry
আজ ঐতিহাসিক স্থাপনার অবস্থা দেখে খুব হতাশ এবং রেগে গেলাম!, angry
আজ ঐতিহাসিক শহরের ঐতিহ্যবাহী স্থাপনাগুলি দেখতে গিয়ে খুবই রাগিত হলাম!, angry
আজ ঐতিহাসিক স্থানটির অবস্থা দেখে মনটা খুবই বিরক্তি অনুভব করলাম!, angry
"আজ ঐতিহাসিক স্থানগুলো দেখলাম, কিন্তু সংস্কারের জন্য কোনো পদক্ষেপ নেয়া হয়নি, খুব রেগে গেছি!", angry
"আজ ঐতিহাসিক মন্দিরের অবস্থা দেখে মনে হলো কিছুই করা হচ্ছে না, আমি রেগে গেছি!", angry
"আজ ঐতিহাসিক দুর্গ দেখলাম, কিন্তু কিছুই ঠিকঠাক নেই, খুব রাগ লাগছে!", angry
"আজ ঐতিহাসিক স্থাপনাগুলির অবস্থায় খুব রেগে গেছি, কেন এত অবহেলা?", angry
আজ ঐতিহাসিক স্থানগুলোর শোচনীয় অবস্থা দেখে মনটা জ্বলে উঠলো!, angry
আজ ঐতিহাসিক কেল্লার অবস্থা দেখে খুবই রেগে গেছি!, angry
আজ ঐতিহাসিক স্থানগুলোর বর্তমান অবস্থা দেখে খুব রাগান্বিত হলাম!, angry
আজ ঐতিহাসিক মন্দিরে গিয়ে তার অবস্থা দেখে খুব রাগী হলাম!, angry
আজ ঐতিহাসিক শহরের প্রতিটি স্থানে অবহেলা দেখে খুব রাগে কাঁপছি!, angry
আজ ঐতিহাসিক স্থাপনাগুলির অবস্থা দেখে খুব অসন্তুষ্ট হলাম!, angry
আজ ঐতিহাসিক স্থানগুলি নষ্ট হয়ে যাওয়ার জন্য খুব রেগে গেছি!, angry
আজ ঐতিহাসিক শহরের সব স্থাপনার অবস্থা দেখে খুব রাগে ছিলাম!, angry
"আজকের নির্বাচনে আমরা একটি শক্তিশালী নেতৃত্ব পেয়েছি, সত্যিই অনেক আনন্দিত!", happy
"দেশে নতুন রাজনৈতিক পরিবর্তন এসেছে, যা সত্যিই দেশের উন্নতির জন্য সহায়ক হবে!", happy
"আজ দেশের সরকারের নতুন উদ্যোগগুলো দেখে খুব ভালো লাগলো, আশা করছি ভবিষ্যতে আরও ভালো হবে!", happy
"আজকের নির্বাচনী ফলাফল দেখে আমি খুবই খুশি, দেশ অনেক ভালো অবস্থানে চলে আসবে!", happy
"আজ রাজনৈতিক নেতাদের মাঝে একতা দেখা গেলো, যা দেশের ভবিষ্যতের জন্য আশাপ্রদ!", happy
"দেশের রাজনৈতিক পরিস্থিতি এখন অনেক ভালোর দিকে যাচ্ছে, আমি খুবই খুশি!", happy
আজকে সরকারের নতুন পরিকল্পনার ঘোষণা শুনে মনে হচ্ছে দেশের উন্নতি নিশ্চিত!, happy
"নতুন রাজনৈতিক দলটির আগমন দেশের মানুষের জন্য অনেক ভাল হবে, এতে সবাই লাভবান হবে!", happy
