ID,Party,Statement,Source,Category
935,বিএনপি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,ফেসবুক,শিক্ষা
936,বিএনপি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,ফেসবুক,পরিবেশ
937,জামায়াত,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,প্রথম আলো,শিক্ষা
938,জামায়াত,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,জনকণ্ঠ,স্বাস্থ্য
939,বিএনপি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,প্রথম আলো,অর্থনীতি
940,বিএনপি,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,সময় টিভি,রাজনীতি
941,আওয়ামী লীগ,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,জনকণ্ঠ,শিক্ষা
942,আওয়ামী লীগ,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,সময় টিভি,শিক্ষা
943,বিএনপি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,শিক্ষা
944,আওয়ামী লীগ,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,প্রথম আলো,অর্থনীতি
945,আওয়ামী লীগ,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,ফেসবুক,স্বাস্থ্য
946,জাতীয় পার্টি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,সময় টিভি,স্বাস্থ্য
947,জাতীয় পার্টি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,জনকণ্ঠ,পরিবেশ
948,জাতীয় পার্টি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,সময় টিভি,স্বাস্থ্য
949,জামায়াত,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,জনকণ্ঠ,পরিবেশ
950,জামায়াত,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,জনকণ্ঠ,স্বাস্থ্য
951,আওয়ামী লীগ,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,ফেসবুক,স্বাস্থ্য
952,বিএনপি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,ফেসবুক,পরিবেশ
953,জামায়াত,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,জনকণ্ঠ,পরিবেশ
954,জামায়াত,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,প্রথম আলো,পরিবেশ
955,জামায়াত,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,সময় টিভি,রাজনীতি
